City,Region,Population,link
Piraeus,Attica,"164,000",https://www.worlddata.info/europe/greece/index.php
Peristéri,Attica,"140,000",https://www.worlddata.info/europe/greece/index.php
Irákleion,Crete,"137,000",https://www.worlddata.info/europe/greece/index.php
Lárisa,Thessaly,"129,000",https://www.worlddata.info/europe/greece/index.php
Kallithéa,Attica,"101,000",https://www.worlddata.info/europe/greece/index.php
Acharnés,Attica,"99,000",https://www.worlddata.info/europe/greece/index.php
Kalamariá,Central Macedonia,"92,000",https://www.worlddata.info/europe/greece/index.php
Níkaia,Attica,"89,000",https://www.worlddata.info/europe/greece/index.php
Vólos,Thessaly,"84,000",https://www.worlddata.info/europe/greece/index.php
Ioánnina,Epirus,"66,000",https://www.worlddata.info/europe/greece/index.php
Lamía,Central Greece,"52,000",https://www.worlddata.info/europe/greece/index.php
Komotiní,East Macedonia and Thrace,"46,000",https://www.worlddata.info/europe/greece/index.php
Kozáni,West Macedonia,"36,000",https://www.worlddata.info/europe/greece/index.php
Mytilíni,North Aegean,"28,000",https://www.worlddata.info/europe/greece/index.php
Kérkyra,Ionian Islands,"27,000",https://www.worlddata.info/europe/greece/index.php
Trípoli,Peloponnese,"27,000",https://www.worlddata.info/europe/greece/index.php
Ermoúpolis,South Aegean,"11,000",https://www.worlddata.info/europe/greece/index.php
,,,https://www.worlddata.info/europe/guernsey/index.php
Budapest / Capital,Central Hungary,"1,752,000",https://www.worlddata.info/europe/hungary/index.php
Debrecen,Northern Great Plain,"202,000",https://www.worlddata.info/europe/hungary/index.php
Szeged,Southern Great Plain,"161,000",https://www.worlddata.info/europe/hungary/index.php
Miskolc,Northern Hungary,"156,000",https://www.worlddata.info/europe/hungary/index.php
Pécs,Western Transdanubia,"144,000",https://www.worlddata.info/europe/hungary/index.php
Gyor,Western Transdanubia,"128,000",https://www.worlddata.info/europe/hungary/index.php
Nyíregyháza,Northern Great Plain,"116,000",https://www.worlddata.info/europe/hungary/index.php
Kecskemét,Northern Great Plain,"111,000",https://www.worlddata.info/europe/hungary/index.php
Székesfehérvár,Central Transdanubia,"102,000",https://www.worlddata.info/europe/hungary/index.php
Szombathely,Western Transdanubia,"80,000",https://www.worlddata.info/europe/hungary/index.php
Parádsasvár,Northern Hungary,"76,000",https://www.worlddata.info/europe/hungary/index.php
Szolnok,Northern Great Plain,"75,000",https://www.worlddata.info/europe/hungary/index.php
Tatabánya,Central Transdanubia,"71,000",https://www.worlddata.info/europe/hungary/index.php
Kaposvár,Southern Transdanubia,"68,000",https://www.worlddata.info/europe/hungary/index.php
Békéscsaba,Southern Great Plain,"65,000",https://www.worlddata.info/europe/hungary/index.php
Érd,Central Hungary,"62,000",https://www.worlddata.info/europe/hungary/index.php
Veszprém,Central Transdanubia,"62,000",https://www.worlddata.info/europe/hungary/index.php
Zalaegerszeg,Western Transdanubia,"62,000",https://www.worlddata.info/europe/hungary/index.php
Eger,Northern Hungary,"57,000",https://www.worlddata.info/europe/hungary/index.php
Dunaújváros,Central Transdanubia,"50,000",https://www.worlddata.info/europe/hungary/index.php
Hodmezovasarhely,Southern Great Plain,"47,000",https://www.worlddata.info/europe/hungary/index.php
Salgótarján,Northern Hungary,"40,000",https://www.worlddata.info/europe/hungary/index.php
Cegléd,Central Hungary,"39,000",https://www.worlddata.info/europe/hungary/index.php
Vác,Central Hungary,"35,000",https://www.worlddata.info/europe/hungary/index.php
Szekszárd,Southern Transdanubia,"34,000",https://www.worlddata.info/europe/hungary/index.php
Reykjavík / Capital,Capital Region,"125,000",https://www.worlddata.info/europe/iceland/index.php
Kópavogur,Capital Region,"32,000",https://www.worlddata.info/europe/iceland/index.php
Hafnarfjörður,Capital Region,"27,000",https://www.worlddata.info/europe/iceland/index.php
Akureyri,Northeast,"18,000",https://www.worlddata.info/europe/iceland/index.php
Garðabær,Capital Region,"11,000",https://www.worlddata.info/europe/iceland/index.php
Mosfellsbær,Capital Region,"8,650",https://www.worlddata.info/europe/iceland/index.php
Akranes,West,"6,610",https://www.worlddata.info/europe/iceland/index.php
Selfoss,South,"6,510",https://www.worlddata.info/europe/iceland/index.php
Seltjarnarnes,Capital Region,"4,320",https://www.worlddata.info/europe/iceland/index.php
Vestmannaeyjar,South,"4,220",https://www.worlddata.info/europe/iceland/index.php
Grindavík,Southern Peninsula,"2,860",https://www.worlddata.info/europe/iceland/index.php
Ísafjörður,Westfjords,"2,620",https://www.worlddata.info/europe/iceland/index.php
Sauðárkrókur,Northwest,"2,580",https://www.worlddata.info/europe/iceland/index.php
Egilsstaðir,East,"2,300",https://www.worlddata.info/europe/iceland/index.php
Hveragerði,South,"2,290",https://www.worlddata.info/europe/iceland/index.php
Egilsstaðir,East,"2,270",https://www.worlddata.info/europe/iceland/index.php
Húsavík,Northeast,"2,230",https://www.worlddata.info/europe/iceland/index.php
Reykjanesbær,Southern Peninsula,"2,010",https://www.worlddata.info/europe/iceland/index.php
Borgarnes,West,"1,760",https://www.worlddata.info/europe/iceland/index.php
Höfn,East,"1,690",https://www.worlddata.info/europe/iceland/index.php
Sandgerði,Southern Peninsula,"1,550",https://www.worlddata.info/europe/iceland/index.php
Þorlákshöfn,South,"1,490",https://www.worlddata.info/europe/iceland/index.php
Neskaupstaður,East,"1,470",https://www.worlddata.info/europe/iceland/index.php
Garður,Southern Peninsula,"1,430",https://www.worlddata.info/europe/iceland/index.php
Dalvík,Northeast,"1,360",https://www.worlddata.info/europe/iceland/index.php
Siglufjörður,Northeast,"1,190",https://www.worlddata.info/europe/iceland/index.php
Stykkishólmur,West,"1,110",https://www.worlddata.info/europe/iceland/index.php
Dublin / Capital,Leinster,"553,000",https://www.worlddata.info/europe/ireland/index.php
Dún Laoghaire,Leinster,"185,000",https://www.worlddata.info/europe/ireland/index.php
Cork,Munster,"124,000",https://www.worlddata.info/europe/ireland/index.php
Luimneach,Munster,"90,000",https://www.worlddata.info/europe/ireland/index.php
Gaillimh,Connaught,"71,000",https://www.worlddata.info/europe/ireland/index.php
Tallaght,Leinster,"64,000",https://www.worlddata.info/europe/ireland/index.php
Waterford,Munster,"48,000",https://www.worlddata.info/europe/ireland/index.php
Swords,Leinster,"37,000",https://www.worlddata.info/europe/ireland/index.php
Drogheda,Leinster,"33,000",https://www.worlddata.info/europe/ireland/index.php
Dundalk,Leinster,"33,000",https://www.worlddata.info/europe/ireland/index.php
Navan,Leinster,"25,000",https://www.worlddata.info/europe/ireland/index.php
Ennis,Munster,"24,000",https://www.worlddata.info/europe/ireland/index.php
Tralee,Munster,"23,000",https://www.worlddata.info/europe/ireland/index.php
Sligo,Connaught,"20,000",https://www.worlddata.info/europe/ireland/index.php
Letterkenny,Ulster,"17,000",https://www.worlddata.info/europe/ireland/index.php
Cavan,Ulster,"6,390",https://www.worlddata.info/europe/ireland/index.php
Nenagh,Munster,"5,500",https://www.worlddata.info/europe/ireland/index.php
Douglas / Capital,,"28,000",https://www.worlddata.info/europe/isle-of-man/index.php
Ramsey,,"7,310",https://www.worlddata.info/europe/isle-of-man/index.php
Peel,,"3,780",https://www.worlddata.info/europe/isle-of-man/index.php
Port Erin,,"3,530",https://www.worlddata.info/europe/isle-of-man/index.php
Castletown,,"3,100",https://www.worlddata.info/europe/isle-of-man/index.php
Laxey,,"1,770",https://www.worlddata.info/europe/isle-of-man/index.php
Rome / Capital,Lazio,"2,873,000",https://www.worlddata.info/europe/italy/index.php
Milano,Lombardy,"1,359,000",https://www.worlddata.info/europe/italy/index.php
Napoli,Campania,"967,000",https://www.worlddata.info/europe/italy/index.php
Turin,Piedmont,"870,000",https://www.worlddata.info/europe/italy/index.php
Palermo,Sicily,"671,000",https://www.worlddata.info/europe/italy/index.php
Genoa,Liguria,"580,000",https://www.worlddata.info/europe/italy/index.php
Bologna,Emilia-Romagna,"389,000",https://www.worlddata.info/europe/italy/index.php
Florence,Tuscany,"349,000",https://www.worlddata.info/europe/italy/index.php
Bari,Apulia,"324,000",https://www.worlddata.info/europe/italy/index.php
Catania,Sicily,"313,000",https://www.worlddata.info/europe/italy/index.php
Verona,Veneto,"257,000",https://www.worlddata.info/europe/italy/index.php
Messina,Sicily,"236,000",https://www.worlddata.info/europe/italy/index.php
Padova,Veneto,"210,000",https://www.worlddata.info/europe/italy/index.php
Trieste,Friuli Venezia Giulia,"204,000",https://www.worlddata.info/europe/italy/index.php
Taranto,Apulia,"199,000",https://www.worlddata.info/europe/italy/index.php
Brescia,Lombardy,"197,000",https://www.worlddata.info/europe/italy/index.php
Parma,Emilia-Romagna,"195,000",https://www.worlddata.info/europe/italy/index.php
Prato,Tuscany,"193,000",https://www.worlddata.info/europe/italy/index.php
Perugia,Umbria,"166,000",https://www.worlddata.info/europe/italy/index.php
Cagliari,Sardinia,"154,000",https://www.worlddata.info/europe/italy/index.php
Latina,Lazio,"126,000",https://www.worlddata.info/europe/italy/index.php
Trento,Trentino-Alto,"118,000",https://www.worlddata.info/europe/italy/index.php
Ancona,Marche,"101,000",https://www.worlddata.info/europe/italy/index.php
Catanzaro,Calabria,"79,000",https://www.worlddata.info/europe/italy/index.php
Potenza,Basilicata,"56,000",https://www.worlddata.info/europe/italy/index.php
Venice,Veneto,"51,000",https://www.worlddata.info/europe/italy/index.php
Campobasso,Molise,"40,000",https://www.worlddata.info/europe/italy/index.php
L'Aquila,Abruzzo,"34,000",https://www.worlddata.info/europe/italy/index.php
Aosta,Aosta Valley,"32,000",https://www.worlddata.info/europe/italy/index.php
,,,https://www.worlddata.info/europe/jersey/index.php
Pristina / Capital,Pristina,"211,000",https://www.worlddata.info/europe/kosovo/index.php
Prizren,Prizren,"171,000",https://www.worlddata.info/europe/kosovo/index.php
Mitrovicë,Mitrovica,"107,000",https://www.worlddata.info/europe/kosovo/index.php
Gjakovë,Gjakova,"94,000",https://www.worlddata.info/europe/kosovo/index.php
Pejë,Pec,"82,000",https://www.worlddata.info/europe/kosovo/index.php
Suva Reka,Prizren,"72,000",https://www.worlddata.info/europe/kosovo/index.php
Ferizaj,Ferizaj,"60,000",https://www.worlddata.info/europe/kosovo/index.php
Glogovac,Pristina,"59,000",https://www.worlddata.info/europe/kosovo/index.php
Gjilan,Gjilan,"52,000",https://www.worlddata.info/europe/kosovo/index.php
Deçan,Gjakova,"51,000",https://www.worlddata.info/europe/kosovo/index.php
Vitina,Gjilan,"47,000",https://www.worlddata.info/europe/kosovo/index.php
Istok,Pec,"40,000",https://www.worlddata.info/europe/kosovo/index.php
Dragash,Prizren,"35,000",https://www.worlddata.info/europe/kosovo/index.php
Podujeva,Pristina,"35,000",https://www.worlddata.info/europe/kosovo/index.php
Shtime,Ferizaj,"35,000",https://www.worlddata.info/europe/kosovo/index.php
Vushtrri,Mitrovica,"31,000",https://www.worlddata.info/europe/kosovo/index.php
Orahovac,Gjakova,"22,000",https://www.worlddata.info/europe/kosovo/index.php
Llazicë,Prizren,"20,000",https://www.worlddata.info/europe/kosovo/index.php
Leposaviq,Mitrovica,"19,000",https://www.worlddata.info/europe/kosovo/index.php
Zvecan,Mitrovica,"17,000",https://www.worlddata.info/europe/kosovo/index.php
Kosovo Polje,Pristina,"16,000",https://www.worlddata.info/europe/kosovo/index.php
Kacanik,Ferizaj,"9,800",https://www.worlddata.info/europe/kosovo/index.php
Hani i Elezit,Ferizaj,"9,390",https://www.worlddata.info/europe/kosovo/index.php
Kamenica,Gjilan,"9,310",https://www.worlddata.info/europe/kosovo/index.php
Klina,Pec,"8,050",https://www.worlddata.info/europe/kosovo/index.php
Riga / Capital,Vidzeme,"633,000",https://www.worlddata.info/europe/latvia/index.php
Liepaja,Courland,"85,000",https://www.worlddata.info/europe/latvia/index.php
Daugavpils,Selonia,"83,000",https://www.worlddata.info/europe/latvia/index.php
Jelgava,Semigallia,"62,000",https://www.worlddata.info/europe/latvia/index.php
Jurmala,Vidzeme,"54,000",https://www.worlddata.info/europe/latvia/index.php
Ventspils,Courland,"43,000",https://www.worlddata.info/europe/latvia/index.php
Rezekne,Latgale,"38,000",https://www.worlddata.info/europe/latvia/index.php
Jekabpils,Latgale,"27,000",https://www.worlddata.info/europe/latvia/index.php
Valmiera,Vidzeme,"27,000",https://www.worlddata.info/europe/latvia/index.php
Ogre,Vidzeme,"27,000",https://www.worlddata.info/europe/latvia/index.php
Tukums,Semigallia,"18,000",https://www.worlddata.info/europe/latvia/index.php
Cesis,Vidzeme,"18,000",https://www.worlddata.info/europe/latvia/index.php
Salaspils,Vidzeme,"18,000",https://www.worlddata.info/europe/latvia/index.php
Kuldiga,Courland,"13,000",https://www.worlddata.info/europe/latvia/index.php
Olaine,Vidzeme,"13,000",https://www.worlddata.info/europe/latvia/index.php
Saldus,Courland,"12,000",https://www.worlddata.info/europe/latvia/index.php
Talsi,Courland,"12,000",https://www.worlddata.info/europe/latvia/index.php
Dobele,Semigallia,"11,000",https://www.worlddata.info/europe/latvia/index.php
Kraslava,Latgale,"11,000",https://www.worlddata.info/europe/latvia/index.php
Bauska,Semigallia,"11,000",https://www.worlddata.info/europe/latvia/index.php
Ludza,Latgale,"11,000",https://www.worlddata.info/europe/latvia/index.php
Sigulda,Vidzeme,"10,000",https://www.worlddata.info/europe/latvia/index.php
Livani,Latgale,"10,000",https://www.worlddata.info/europe/latvia/index.php
Gulbene,Vidzeme,"9,360",https://www.worlddata.info/europe/latvia/index.php
Madona,Vidzeme,"9,280",https://www.worlddata.info/europe/latvia/index.php
Limbaži,Vidzeme,"8,970",https://www.worlddata.info/europe/latvia/index.php
Aizkraukle,Selonia,"8,840",https://www.worlddata.info/europe/latvia/index.php
Preili,Latgale,"8,660",https://www.worlddata.info/europe/latvia/index.php
Balvi,Latgale,"8,410",https://www.worlddata.info/europe/latvia/index.php
Vaduz / Capital,Upper Country,"5,670",https://www.worlddata.info/europe/liechtenstein/index.php
Schaan,Upper Country,"5,750",https://www.worlddata.info/europe/liechtenstein/index.php
Triesen,Upper Country,"4,700",https://www.worlddata.info/europe/liechtenstein/index.php
Balzers,Upper Country,"4,450",https://www.worlddata.info/europe/liechtenstein/index.php
Eschen,Lower Country,"4,010",https://www.worlddata.info/europe/liechtenstein/index.php
Mauren,Lower Country,"3,630",https://www.worlddata.info/europe/liechtenstein/index.php
Triesenberg,Upper Country,"2,690",https://www.worlddata.info/europe/liechtenstein/index.php
Ruggell,Lower Country,"1,860",https://www.worlddata.info/europe/liechtenstein/index.php
Gamprin,Lower Country,"1,270",https://www.worlddata.info/europe/liechtenstein/index.php
Schellenberg,Lower Country,"1,000",https://www.worlddata.info/europe/liechtenstein/index.php
Planken,Lower Country,377,https://www.worlddata.info/europe/liechtenstein/index.php
Vilnius / Capital,Vilnius,"546,000",https://www.worlddata.info/europe/lithuania/index.php
Kaunas,Kauno,"291,000",https://www.worlddata.info/europe/lithuania/index.php
Klaipeda,Klaipedos,"150,000",https://www.worlddata.info/europe/lithuania/index.php
Shauliai,Siauliu,"101,000",https://www.worlddata.info/europe/lithuania/index.php
Panevezhis,Panevezys,"90,000",https://www.worlddata.info/europe/lithuania/index.php
Alytus,Alytaus,"71,000",https://www.worlddata.info/europe/lithuania/index.php
Marijampole,Marijampoles,"48,000",https://www.worlddata.info/europe/lithuania/index.php
Mazeikiai,Telsiu,"41,000",https://www.worlddata.info/europe/lithuania/index.php
Jonava,Kauno,"35,000",https://www.worlddata.info/europe/lithuania/index.php
Utena,Utenos,"33,000",https://www.worlddata.info/europe/lithuania/index.php
Kedainiai,Kauno,"32,000",https://www.worlddata.info/europe/lithuania/index.php
Telsiai,Telsiu,"30,000",https://www.worlddata.info/europe/lithuania/index.php
Visaginas,Utenos,"28,000",https://www.worlddata.info/europe/lithuania/index.php
Taurage,Taurages,"28,000",https://www.worlddata.info/europe/lithuania/index.php
Ukmerge,Vilnius,"26,000",https://www.worlddata.info/europe/lithuania/index.php
Plunge,Telsiu,"23,000",https://www.worlddata.info/europe/lithuania/index.php
Kretinga,Klaipedos,"22,000",https://www.worlddata.info/europe/lithuania/index.php
Silute,Klaipedos,"22,000",https://www.worlddata.info/europe/lithuania/index.php
Radviliskis,Siauliu,"20,000",https://www.worlddata.info/europe/lithuania/index.php
Palanga,Klaipedos,"18,000",https://www.worlddata.info/europe/lithuania/index.php
